application_number,funding_year,state,form_version,window_status,status,category,application_name,address1,city,zipcode,entity_number,fcc_number,applicant_type,enrollment,nslp_count,nslp_percent,locale,request_amount,congress_district
201011090,2020,OH,Original,In Window,Certified,Category1,Miami County Educational Service Center,2000 W Stanfield Rd,Troy,45373,230385,11835667,School District,43,26,60.00%,Urban,"$20,390.40",Congressional District 8
201007085,2020,OH,Original,In Window,Certified,Category1,Northern Local School District,8700 Sheridan Dr,Thornville,43076,129111,4169447,School District,2283,817,36.00%,Rural,"$49,669.20",Congressional District 15
201043483,2020,OH,Original,In Window,Certified,Category1,Wynford Local School District,3288 Holmes Center Rd,Bucyrus,44820,129734,2914133,School District,1443,458,32.00%,Rural,"$33,865.20",Congressional District 4
201032119,2020,OH,Original,In Window,Certified,Category1,Covington Ex Vlg School Dist,807 Chestnut St,Covington,45318,129913,11836699,School District,900,277,31.00%,Rural,"$10,972.80",Congressional District 8
201003899,2020,OH,Original,In Window,Certified,Category1,Strongsville City School Dist,13200 Pearl Rd,Strongsville,44136,129507,11160694,School District,5455,963,18.00%,Urban,"$55,206.38",Congressional District 16
201016172,2020,OH,Original,In Window,Certified,Category1,Spencerville School District,600 School St,Spencerville,45887,130165,12987384,School District,952,279,29.00%,Rural,"$25,200.00",Congressional District 4
201011369,2020,OH,Original,In Window,Certified,Category1,Ross Pike  Educational Service Center,"475 Western Ave, Suite E",Chillicothe,45601,130000,12773487,School District,48,46,96.00%,Rural,"$14,796.00",Congressional District 2
201003562,2020,OH,Original,In Window,Certified,Category1,Parkway Local School District,400 Buckeye Street,Rockford,45882,130161,6769833,School District,1067,332,31.00%,Rural,"$15,840.00",Congressional District 5
201009022,2020,OH,Original,In Window,Certified,Category1,Forest Hills School District,7550 Forest Rd,Cincinnati,45255,129898,8924417,School District,7227,723,10.00%,Urban,"$44,484.82",Congressional District 2
201012213,2020,OH,Original,In Window,Certified,Category1,Gallipolis City School Dist,61 State St,Gallipolis,45631,130015,11847068,School District,1943,980,50.00%,Rural,"$70,441.15",Congressional District 6
201003475,2020,OH,Original,In Window,Certified,Category1,Montpelier School District,1015 East Brown Road,Montpelier,43543,129287,2916559,School District,825,356,43.00%,Rural,"$24,667.19",Congressional District 5
201040006,2020,OH,Original,In Window,Certified,Category1,Monroeville Local School Dist,101 West St,Monroeville,44847,129754,19792225,School District,835,264,32.00%,Rural,"$17,424.00",Congressional District 4
201015976,2020,OH,Original,In Window,Certified,Category1,Piqua City School District,215 Looney Road,Piqua,45356,129940,2993160,School District,3230,1655,51.00%,Rural,"$46,896.00",Congressional District 8
201003668,2020,OH,Original,In Window,Certified,Category1,Bellefontaine School District,820 Ludlow Rd,Bellefontaine,43311,129191,11722428,School District,2354,1045,44.00%,Rural,"$27,325.20",Congressional District 4
201007116,2020,OH,Original,In Window,Certified,Category1,Poland Local Schools,3199 Dobbins Road,Poland,44514,129638,14293781,School District,1928,241,13.00%,Urban,"$20,654.64",Congressional District 13
201004140,2020,OH,Original,In Window,Certified,Category1,North Olmsted City School Dist,27425 Butternut Ridge,North Olmsted,44070,129445,2912830,School District,3763,1395,37.00%,Urban,"$25,439.98",Congressional District 16
201016478,2020,OH,Original,In Window,Certified,Category1,Poland Local Schools,3199 Dobbins Road,Poland,44514,129638,14293781,School District,1928,241,13.00%,Urban,"$27,776.88",Congressional District 13
201004154,2020,OH,Original,In Window,Certified,Category1,Northeastern Local School Dist,5921 Domersville Rd,Defiance,43512,129267,2914265,School District,1122,225,20.00%,Rural,"$21,157.92",Congressional District 5
201022077,2020,OH,Original,In Window,Certified,Category1,Toronto City School District,1307 Dennis Way,Toronto,43964,129389,11860970,School District,827,488,59.00%,Urban,"$23,649.60",Congressional District 6
201031605,2020,OH,Original,In Window,Certified,Category1,Leetonia Exempted Village School District,450 Walnut St,Leetonia,44431,129601,12030268,School District,744,416,56.00%,Rural,"$18,938.40",Congressional District 6
201045680,2020,OH,Original,In Window,Certified,Category1,Great Oaks Career Campuses,100 Great Oaks Dr,Cincinnati,45241,129888,11565280,School District,2743,1138,41.00%,Urban,"$39,128.40",Congressional District 1
201004558,2020,OH,Original,In Window,Certified,Category1,East Guernsey Local School Dist,237 Beymer Road,Old Washington,43768,129349,13704333,School District,1141,529,46.00%,Rural,"$33,605.60",Congressional District 6
201039189,2020,OH,Original,In Window,Certified,Category1,Black River Local School District,257 A County Road 40,Sullivan,44880,129774,13151360,School District,1168,541,46.00%,Rural,"$28,946.40",Congressional District 7
201009828,2020,OH,Original,In Window,Certified,Category1,Greenon Local Sch Dist,500 Enon-Xenia Road,Enon,45323,129998,11797057,School District,1736,486,28.00%,Urban,"$9,226.32",Congressional District 8
201046133,2020,OH,Original,In Window,Certified,Category1,Gallia-Jackson-Vinton J V S D,351 Buckeye Hills Road,Rio Grande,45674,130054,3018389,School District,528,457,87.00%,Rural,"$38,735.28",Congressional District 6
201044618,2020,OH,Original,In Window,Certified,Category1,West Clermont Local Sch Dist,4350 Aicholtz Road Suite 220,Cincinnati,45245,129893,2991529,School District,8360,2672,32.00%,Urban,"$3,030.00",Congressional District 2
201013687,2020,OH,Original,In Window,Certified,Category1,Dalton Local School District,177 N. Mill St.,Dalton,44618,129653,11750932,School District,853,178,21.00%,Rural,"$4,557.60",Congressional District 16
201039529,2020,OH,Original,In Window,Certified,Category1,Shelby City School District,25 High School Ave,Shelby,44875,129772,11976057,School District,1924,860,45.00%,Rural,"$23,630.81",Congressional District 7
201044957,2020,OH,Original,In Window,Certified,Category1,Shawnee School District,3255 Zurmehly Rd,Lima,45806,130099,11925195,School District,2454,664,27.00%,Urban,"$21,000.00",Congressional District 4
201045112,2020,OH,Original,In Window,Certified,Category1,Kent City School District,321 N Depeyster St,Kent,44240,129543,11885142,School District,3493,1261,36.00%,Urban,"$20,856.00",Congressional District 13
201044949,2020,OH,Original,In Window,Certified,Category1,Miller City-New Cleveland Dist,5400 Road 13 C,Miller City,45864,130140,11824901,School District,483,46,10.00%,Rural,"$8,700.00",Congressional District 5
201000040,2020,OH,Original,In Window,Certified,Category1,Wellington Ex Village Sch Dist,305 Union Street,Wellington,44090,129468,2921799,School District,1063,289,27.00%,Rural,"$15,789.60",Congressional District 7
201045502,2020,OH,Original,In Window,Certified,Category1,Worthington School District,200 East Wilson Bridge Road,Worthington,43085,129120,2994663,School District,10550,2411,23.00%,Urban,"$49,272.30",Congressional District 12
201045205,2020,OH,Original,In Window,Certified,Category1,Amanda-Clearcreek School Dist,328 East Main Street,Amanda,43102,129121,11949542,School District,1434,549,38.00%,Rural,"$24,444.00",Congressional District 15
201017888,2020,OH,Original,In Window,Certified,Category1,Fairless Local School District,11885 Navarre Rd Sw,Navarre,44662,129678,8687592,School District,1481,796,54.00%,Rural,"$27,187.20",Congressional District 7
201046822,2020,OH,Original,In Window,Certified,Category1,Mathews Local School District,4096 Cadwallader Sonk Road,Cortland,44410,129624,12326062,School District,601,246,41.00%,Rural,"$37,497.60",Congressional District 14
201045686,2020,OH,Original,In Window,Certified,Category1,Toledo School District,1609 N. Summit Street,Toledo,43604,129313,7877301,School District,20923,17053,82.00%,Urban,"$63,000.00",Congressional District 9
201044287,2020,OH,Original,In Window,Certified,Category1,Southwest Licking School Dist,927-A South Street,Pataskala,43062,129068,2994374,School District,4359,1241,28.00%,Rural,"$48,218.40",Congressional District 12
201047229,2020,OH,Original,In Window,Certified,Category1,Minerva Local School District,406 East Street,Minerva,44657,129677,11813763,School District,1983,1002,51.00%,Rural,"$14,882.40",Congressional District 7
201018740,2020,OH,Original,In Window,Certified,Category1,Streetsboro City School Dist,9000 Kirby Ln,Streetsboro,44241,129544,15402530,School District,2106,813,39.00%,Urban,"$18,462.60",Congressional District 13
201046426,2020,OH,Original,In Window,Certified,Category1,Howland Local School District,8200 South St Se,Warren,44484,129630,12235818,School District,2682,923,34.00%,Urban,"$31,128.75",Congressional District 13
201046135,2020,OH,Original,In Window,Certified,Category1,Southwest Local School Dist,230 S Elm St,Harrison,45030,129807,2991826,School District,4221,1488,35.00%,Rural,"$56,465.64",Congressional District 1
201044294,2020,OH,Original,In Window,Certified,Category1,Southwest Licking School Dist,927-A South Street,Pataskala,43062,129068,2994374,School District,4359,1241,28.00%,Rural,"$63,180.00",Congressional District 12
201045378,2020,OH,Original,In Window,Certified,Category1,Wapakoneta City Sch District,1102 Gardenia Drive,Wapakoneta,45895,130174,2915072,School District,3227,1322,41.00%,Rural,"$29,400.00",Congressional District 4
201047264,2020,OH,Original,In Window,Certified,Category1,Shaker Heights City Sch Dist,15600 Parkland Dr,Shaker Heights,44120,129488,13286810,School District,4882,1326,27.00%,Urban,"$5,180.00",Congressional District 11
201047364,2020,OH,Original,In Window,Certified,Category1,Mansfield City School District,856 W. Cook Road,Mansfield,44907,129784,10615938,School District,3288,3182,97.00%,Urban,"$58,212.00",Congressional District 12
201046978,2020,OH,Original,In Window,Certified,Category1,Williamsburg Local Sd,549-A W Main St,Williamsburg,45176,129864,2992980,School District,943,297,31.00%,Urban,"$10,006.02",Congressional District 2
201017657,2020,OH,Original,In Window,Certified,Category1,Cincinnati College Preparatory Academy School District,1425 Linn Street,Cincinnati,45214,221814,11932605,School District,970,666,69.00%,Urban,"$13,168.00",Congressional District 1
201042374,2020,OH,Original,In Window,Certified,Category1,Southwest Licking School Dist,927-A South Street,Pataskala,43062,129068,2994374,School District,4359,1241,28.00%,Rural,"$76,186.80",Congressional District 12
201046750,2020,OH,Original,In Window,Certified,Category1,Forest Hills School District,7550 Forest Rd,Cincinnati,45255,129898,8924417,School District,7227,723,10.00%,Urban,"$35,144.02",Congressional District 2
201047222,2020,OH,Original,In Window,Certified,Category1,Worthington School District,200 East Wilson Bridge Road,Worthington,43085,129120,2994663,School District,10550,2411,23.00%,Urban,"$49,272.30",Congressional District 12
201038151,2020,OH,Original,In Window,Certified,Category1,Licking County Educational Service Center,145 North Quentin Road,Newark,43055,227929,11891223,School District,72,72,100.00%,Urban,"$29,365.20",Congressional District 12
201045487,2020,OH,Original,In Window,Certified,Category1,Berne Union School District,506 N Main St,Sugar Grove,43155,129152,2996395,School District,834,386,46.00%,Rural,"$24,444.00",Congressional District 15
201027924,2020,OH,Original,In Window,Certified,Category1,Shelby City School District,25 High School Ave,Shelby,44875,129772,11976057,School District,1924,860,45.00%,Rural,"$55,084.68",Congressional District 7
201043620,2020,OH,Original,In Window,Certified,Category1,Southwest Licking School Dist,927-A South Street,Pataskala,43062,129068,2994374,School District,4359,1241,28.00%,Rural,"$246,840.00",Congressional District 12
201014583,2020,OH,Original,In Window,Certified,Category1,Ashtabula Board Of Education,4200 State Road,Ashtabula,44004,129427,12106969,School District,69,0,0.00%,Urban,"$2,381.40",Congressional District 14
201030352,2020,OH,Original,In Window,Certified,Category1,Grandview Hts City School Dist,1587 W 3rd Ave,Columbus,43212,129168,12080685,School District,1192,92,8.00%,Urban,"$11,160.00",Congressional District 3
201041764,2020,OH,Original,In Window,Certified,Category1,Canton Local School District,600 Faircrest St. Se,Canton,44707,129703,12550281,School District,2090,1326,63.00%,Urban,"$26,790.43",Congressional District 7
201047058,2020,OH,Original,In Window,Certified,Category1,Port Clinton City School Dist,811 S Jefferson St,Port Clinton,43452,129249,13356225,School District,1593,774,49.00%,Rural,"$3,465.00",Congressional District 4
201020834,2020,OH,Original,In Window,Certified,Category1,Ravenna City School District,507 E Main St,Ravenna,44266,129561,2920528,School District,2109,2109,100.00%,Urban,"$79,928.10",Congressional District 13
201014064,2020,OH,Original,In Window,Certified,Category1,Lordstown Local School,1824 Salt Springs Rd,Warren,44481,129625,12158879,School District,451,217,48.00%,Rural,"$15,531.60",Congressional District 13
201032731,2020,OH,Original,In Window,Certified,Category1,Riverdale Local School Dist,20613 State Route 37,Mt Blanchard,45867,130142,13769468,School District,996,393,39.00%,Rural,"$17,941.73",Congressional District 5
201034239,2020,OH,Original,In Window,Certified,Category1,Esc Of Lake Erie West,2275 Collingwood Boulevard,Toledo,43620,129310,12173175,School District,49,49,100.00%,Urban,"$28,900.80",Congressional District 9
201003664,2020,OH,Original,In Window,Certified,Category1,Blanchester Local School District,951 Cherry Street,Blanchester,45107,129832,11879657,School District,1469,598,41.00%,Rural,"$12,490.80",Congressional District 15
201010314,2020,OH,Original,In Window,Certified,Category1,Pike-Delta-York School Dist,504 Fernwood St,Delta,43515,129268,2912681,School District,1183,444,38.00%,Rural,"$22,232.03",Congressional District 5
201010937,2020,OH,Original,In Window,Certified,Category1,Newton Falls Exempted Village School Dist,909 1/2 Milton Blvd,Newton Falls,44444,129613,12140620,School District,939,464,49.00%,Urban,"$24,879.60",Congressional District 13
201040235,2020,OH,Original,In Window,Certified,Category1,Olentangy Local School Dist,7840 Graphics Way,Lewis Center,43035,129079,7505142,School District,21139,1247,6.00%,Urban,"$52,416.48",Congressional District 12
201037958,2020,OH,Original,In Window,Certified,Category1,Olentangy Local School Dist,7840 Graphics Way,Lewis Center,43035,129079,7505142,School District,21139,1247,6.00%,Urban,"$76,941.12",Congressional District 12
201021894,2020,OH,Original,In Window,Certified,Category1,Jackson-Milton Local Sch Dist,13910 Mahoning Avenue,North Jackson,44451,129618,12282448,School District,747,338,45.00%,Rural,"$21,976.58",Congressional District 13
201015222,2020,OH,Original,In Window,Certified,Category1,Talawanda City School District,131 W Chestnut St,Oxford,45056,129820,11700663,School District,3104,956,31.00%,Rural,"$26,488.80",Congressional District 8
201006995,2020,OH,Original,In Window,Certified,Category1,Defiance City Schools,629 Arabella St,Defiance,43512,129265,11579745,School District,2512,1103,44.00%,Rural,"$22,843.38",Congressional District 5
201017179,2020,OH,Original,In Window,Certified,Category1,Northmont City School District,4001 Old Salem Rd,Englewood,45322,129918,5300074,School District,4853,1700,35.00%,Urban,"$105,877.73",Congressional District 10
201021561,2020,OH,Original,In Window,Certified,Category1,Medina City School District,739 Weymouth Road,Medina,44256,129554,12040655,School District,6517,1381,21.00%,Urban,"$30,326.46",Congressional District 16
201029257,2020,OH,Original,In Window,Certified,Category1,Cuyahoga Falls School District,431 Stow Ave,Cuyahoga Falls,44221,129531,13391735,School District,4577,1951,43.00%,Urban,"$43,648.57",Congressional District 13
201022732,2020,OH,Original,In Window,Certified,Category1,Licking Valley Local Sch Dist,1379 Licking Valley Rd Ne,Newark,43055,129097,2994275,School District,1962,668,34.00%,Rural,"$24,492.46",Congressional District 12
201033145,2020,OH,Original,In Window,Certified,Category1,Ohio Central School System - District,4545 Fisher Road,Columbus,43228,16082101,24366619,School District,1118,1118,100.00%,Urban,"$195,488.42",Congressional District 3
201028822,2020,OH,Original,In Window,Certified,Category1,Green Local School District,1755 Town Park Boulevard,Uniontown,44685,129538,11911435,School District,4347,835,19.00%,Urban,"$19,196.16",Congressional District 16
201015757,2020,OH,Original,In Window,Certified,Category1,Clearview Local School District,4700 Broadway,Lorain,44052,16033468,12949707,School District,1674,1311,78.00%,Urban,"$39,396.24",Congressional District 4
201037325,2020,OH,Original,In Window,Certified,Category1,Dublin City School District,5175 Emerald Parkway,Dublin,43017,129066,7352891,School District,17057,2542,15.00%,Urban,"$45,377.42",Congressional District 12
201001229,2020,OH,Original,In Window,Certified,Category1,Bedford City School District,475 Northfield Rd,Bedford,44146,129519,11774056,School District,3337,2032,61.00%,Urban,"$59,742.82",Congressional District 11
201016487,2020,OH,Original,In Window,Certified,Category1,Beachwood City School District,24601 Fairmount Blvd,Beachwood,44122,129491,14506976,School District,1500,91,6.00%,Urban,"$16,368.00",Congressional District 11
201030734,2020,OH,Original,In Window,Certified,Category1,Berkshire Local School Dist,14259 Claridon Troy Road,Burton,44021,129406,14204465,School District,2826,632,22.00%,Rural,"$44,315.54",Congressional District 14
201046883,2020,OH,Original,In Window,Certified,Category1,Northmont City School District,4001 Old Salem Rd,Englewood,45322,129918,5300074,School District,4853,1700,35.00%,Urban,"$36,539.42",Congressional District 10
201017129,2020,OH,Original,In Window,Certified,Category1,Bay Village City School Dist,377 Dover Center Rd,Bay Village,44140,129511,10487809,School District,2502,170,7.00%,Urban,"$16,063.39",Congressional District 9
201021200,2020,OH,Original,In Window,Certified,Category1,Fairport Hbr Exemptd Vlg S D,329 Vine St,Fairport Harbor,44077,129456,12227674,School District,831,397,48.00%,Urban,"$11,088.00",Congressional District 14
201022855,2020,OH,Original,In Window,Certified,Category1,Licking Valley Local Sch Dist,1379 Licking Valley Rd Ne,Newark,43055,129097,2994275,School District,1962,668,34.00%,Rural,$595.66,Congressional District 12
201017917,2020,OH,Original,In Window,Certified,Category1,Valley View School District,59 Peffley St,Germantown,45327,129920,14118061,School District,1860,493,27.00%,Urban,"$23,646.84",Congressional District 10
201028570,2020,OH,Original,In Window,Certified,Category1,Cuyahoga Falls School District,431 Stow Ave,Cuyahoga Falls,44221,129531,13391735,School District,4577,1951,43.00%,Urban,"$28,540.80",Congressional District 13
201029519,2020,OH,Original,In Window,Certified,Category1,Madison Local School District,1956 Red Bird Road,Madison,44057,129437,14228027,School District,2842,989,35.00%,Urban,"$32,570.72",Congressional District 14
201017100,2020,OH,Original,In Window,Certified,Category1,Portage Lakes Jvsd,4401 Shriver Rd,Uniontown,44685,17023277,14294052,School District,219,161,74.00%,Urban,"$32,939.71",Congressional District 16
201041847,2020,OH,Original,In Window,Certified,Category1,Northmont City School District,4001 Old Salem Rd,Englewood,45322,129918,5300074,School District,4853,1700,35.00%,Urban,"$32,258.40",Congressional District 10
201021189,2020,OH,Original,In Window,Certified,Category1,Highland Local School District,3880 Ridge Rd,Medina,44256,129551,12161071,School District,3342,267,8.00%,Rural,"$19,946.32",Congressional District 16
201037251,2020,OH,Original,In Window,Certified,Category1,Crestline School District,401 Heiser Court,Crestline,44827,129736,25818774,School District,622,470,76.00%,Rural,"$12,711.81",Congressional District 4
201018542,2020,OH,Original,In Window,Certified,Category1,Logan-Hocking Local School Dist,2019 E Front St,Logan,43138,129142,14357925,School District,3905,1952,50.00%,Rural,"$81,772.80",Congressional District 15
201047118,2020,OH,Original,In Window,Certified,Category1,Bedford City School District,475 Northfield Rd,Bedford,44146,129519,11774056,School District,3337,2032,61.00%,Urban,"$42,400.03",Congressional District 11
201043401,2020,OH,Original,In Window,Certified,Category1,Cleveland Hts-Univ Hts Dist,2155 Miramar Blvd.,University Heights,44118,129486,2915429,School District,5181,5100,98.00%,Urban,"$323,838.00",Congressional District 11
201045649,2020,OH,Original,In Window,Certified,Category1,Northwood Local School District,700 Lemoyne Rd,Northwood,43619,129315,2915916,School District,888,467,53.00%,Urban,"$25,152.00",Congressional District 5
201032297,2020,OH,Original,In Window,Certified,Category1,Brooklyn City School District,9200 Biddulph Rd,Brooklyn,44144,129516,2915940,School District,1212,606,50.00%,Urban,"$17,606.40",Congressional District 9
201046830,2020,OH,Original,In Window,Certified,Category1,Garfield Heights City Sch Dist,5640 Briarcliff Dr,Garfield Heights,44125,129499,11848934,School District,3606,2898,80.00%,Urban,"$63,900.04",Congressional District 11
201023983,2020,OH,Original,In Window,Certified,Category1,Windham Ex Village Sd,9530 Bauer Ave,Windham,44288,129571,11954203,School District,536,468,87.00%,Rural,"$10,945.11",Congressional District 13
201047492,2020,OH,Original,In Window,Certified,Category1,Celina City School District,585 E Livingston St,Celina,45822,130113,14160071,School District,2473,1004,41.00%,Rural,"$40,516.00",Congressional District 5
201041217,2020,OH,Original,In Window,Certified,Category1,Akron City School District,10 N Main St,Akron,44308,129572,11954369,School District,20839,18951,91.00%,Urban,"$1,295,352.00",Congressional District 11
201021645,2020,OH,Original,In Window,Certified,Category1,Akron City School District,10 N Main St,Akron,44308,129572,11954369,School District,20839,18951,91.00%,Urban,"$1,222,128.81",Congressional District 11
201001401,2020,OH,Original,In Window,Certified,Category1,Massillon City School District,930 17th Street Ne,Massillon,44646,129667,12733606,School District,4027,3034,75.00%,Urban,"$73,761.30",Congressional District 7
201018754,2020,OH,Original,In Window,Certified,Category1,Tallmadge City School District,486 East Ave,Tallmadge,44278,129567,11913662,School District,3505,772,22.00%,Urban,"$25,500.00",Congressional District 13
201001492,2020,OH,Original,In Window,Certified,Category1,Seneca East Local School Dist,13343 E Us 224,Attica,44807,129720,2942654,School District,849,215,25.00%,Rural,"$19,872.00",Congressional District 4
201023506,2020,OH,Original,In Window,Certified,Category1,Upper Scioto Valley Lsd,510 S Courtright St Po Box 305,Mc Guffey,45859,130138,11945524,School District,502,312,62.00%,Rural,"$20,504.83",Congressional District 5
201046363,2020,OH,Original,In Window,Certified,Category1,Seneca East Local School Dist,13343 E Us 224,Attica,44807,129720,2942654,School District,849,215,25.00%,Rural,"$22,032.00",Congressional District 4
201036821,2020,OH,Original,In Window,Certified,Category1,Columbiana Career Center,9364 State Route 45,Lisbon,44432,129607,12438396,School District,204,89,44.00%,Rural,"$7,731.11",Congressional District 6
201018650,2020,OH,Original,In Window,Certified,Category1,Preble Co Education Svc Center,597 Hillcrest Drive,Eaton,45320,129915,14202238,School District,67,39,58.00%,Rural,"$17,088.00",Congressional District 8
201044973,2020,OH,Original,In Window,Certified,Category1,North Point Esc,4918 Milan Rd.,Sandusky,44870,129769,18836031,School District,92,75,82.00%,Rural,"$42,714.00",Congressional District 9
201033684,2020,OH,Original,In Window,Certified,Category1,Canfield Local School District,100 Wadsworth St,Canfield,44406,129583,2915734,School District,2723,338,12.00%,Urban,"$40,753.13",Congressional District 6
201018561,2020,OH,Original,In Window,Certified,Category1,North Point Esc,4918 Milan Rd.,Sandusky,44870,129769,18836031,School District,92,75,82.00%,Rural,"$28,674.00",Congressional District 9
201039877,2020,OH,Original,In Window,Certified,Category1,Strasburg-Franklin Local Dist,140 N Bodmer Ave,Strasburg,44680,129691,11767597,School District,642,211,33.00%,Urban,"$2,713.50",Congressional District 7
201047191,2020,OH,Original,In Window,Certified,Category1,Licking Heights School Dist,6539 Summit Road,Pataskala,43062,129109,10450625,School District,6520,2245,34.00%,Rural,"$77,688.00",Congressional District 12
201036481,2020,OH,Original,In Window,Certified,Category1,Licking Heights School Dist,6539 Summit Road,Pataskala,43062,129109,10450625,School District,6520,2245,34.00%,Rural,"$62,848.80",Congressional District 12
201018117,2020,OH,Original,In Window,Certified,Category1,Garaway Local School District,146 Dover Rd Northwest,Sugarcreek,44681,129692,12666392,School District,1242,399,32.00%,Rural,"$48,081.60",Congressional District 7
201045234,2020,OH,Original,In Window,Certified,Category1,Batavia Local School District,800 Bauer Ave,Batavia,45103,129828,7353006,School District,2400,970,40.00%,Urban,"$25,314.00",Congressional District 2
201015170,2020,OH,Original,In Window,Certified,Category1,Batavia Local School District,800 Bauer Ave,Batavia,45103,129828,7353006,School District,2400,970,40.00%,Urban,"$29,148.00",Congressional District 2
201017454,2020,OH,Original,In Window,Certified,Category1,New Philadelphia School Dist,248 Front Ave Sw,New Philadelphia,44663,129679,11948247,School District,2989,1315,44.00%,Urban,"$89,794.66",Congressional District 7
201030308,2020,OH,Original,In Window,Certified,Category1,Perry Local School District,4201 13th Street Sw,Massillon,44646,129666,13791942,School District,4550,1691,37.00%,Urban,"$56,616.26",Congressional District 7
201005305,2020,OH,Original,In Window,Certified,Category1,Field Local School District,"2900 State Route 43, Door #5",Mogadore,44260,129556,12261889,School District,1908,597,31.00%,Urban,"$28,261.44",Congressional District 16
201006250,2020,OH,Original,In Window,Certified,Category1,Kings Local School District,1797 King Ave,Kings Mills,45034,129808,14107148,School District,4653,670,14.00%,Urban,"$34,267.20",Congressional District 1
201030245,2020,OH,Original,In Window,Certified,Category1,Plain Local School District,901 44th St Nw,Canton,44709,129706,9404963,School District,6222,2609,42.00%,Urban,"$56,805.12",Congressional District 7
201021767,2020,OH,Original,In Window,Certified,Category1,Tuslaw Local School District,1835 Manchester Ave Nw,Massillon,44647,129671,2922102,School District,1624,446,27.00%,Rural,"$11,292.82",Congressional District 7
201009098,2020,OH,Original,In Window,Certified,Category1,Greeneview Local School Dist,4800 Cottonville Rd,Jamestown,45335,129929,7993546,School District,1462,394,27.00%,Rural,"$17,784.00",Congressional District 10
201035527,2020,OH,Original,In Window,Certified,Category1,Delaware J V S D,4565 Columbus Pike,Delaware,43015,129064,3017431,School District,1441,182,13.00%,Rural,"$25,287.57",Congressional District 12
201047037,2020,OH,Original,In Window,Certified,Category1,Delaware J V S D,4565 Columbus Pike,Delaware,43015,129064,3017431,School District,1441,182,13.00%,Rural,"$4,190.93",Congressional District 12
201018794,2020,OH,Original,In Window,Certified,Category1,Painesville City Local S D,58 Jefferson St,Painesville,44077,129453,11849924,School District,2752,1888,69.00%,Urban,"$80,880.00",Congressional District 14
201046328,2020,OH,Original,In Window,Certified,Category1,Painesville City Local S D,58 Jefferson St,Painesville,44077,129453,11849924,School District,2752,1888,69.00%,Urban,"$38,720.00",Congressional District 14
201027755,2020,OH,Original,In Window,Certified,Category1,West Geauga School District,8615 Cedar Rd,Chesterland,44026,129413,11850310,School District,2002,164,8.00%,Urban,"$32,880.00",Congressional District 14
201041057,2020,OH,Original,In Window,Certified,Category1,Willoughby-Eastlake Sch Dist,37047 Ridge Rd,Willoughby,44094,129471,2921633,School District,8595,3005,35.00%,Urban,"$98,280.00",Congressional District 14
201018109,2020,OH,Original,In Window,Certified,Category1,Perry Local School District,4325 Manchester Ave,Perry,44081,129460,13335716,School District,1594,389,24.00%,Urban,"$18,544.20",Congressional District 14
201023500,2020,OH,Original,In Window,Certified,Category1,Vermilion Local School Dist,"1250 Sanford Street, Suite A",Vermilion,44089,129466,12949988,School District,2036,778,38.00%,Urban,"$22,594.47",Congressional District 9
201017173,2020,OH,Original,In Window,Certified,Category1,Stark County Area J V S D,2800  Richville Drive S.E.,Massillon,44646,129670,12076543,School District,809,322,40.00%,Urban,"$4,201.20",Congressional District 7
201041092,2020,OH,Original,In Window,Certified,Category1,Willoughby-Eastlake Sch Dist,37047 Ridge Rd,Willoughby,44094,129471,2921633,School District,8595,3005,35.00%,Urban,"$42,720.00",Congressional District 14
201028604,2020,OH,Original,In Window,Certified,Category1,Louisville City School Dist,407 E Main Street,Louisville,44641,129661,9060070,School District,2895,1055,36.00%,Urban,"$34,354.51",Congressional District 7
201017170,2020,OH,Original,In Window,Certified,Category1,Vandalia Butler City Sch Dist,500 S Dixie Dr,Vandalia,45377,129959,2993723,School District,2830,805,28.00%,Urban,"$46,037.46",Congressional District 10
201031997,2020,OH,Original,In Window,Certified,Category1,Auburn Voc School District,8140 Auburn Rd,Painesville,44077,129458,11873908,School District,975,213,22.00%,Rural,"$16,394.40",Congressional District 14
201027767,2020,OH,Original,In Window,Certified,Category1,Salem City School District,1226 E State St,Salem,44460,129620,20198099,School District,2159,1181,55.00%,Rural,"$62,032.99",Congressional District 6
201046839,2020,OH,Original,In Window,Certified,Category1,Louisville City School Dist,407 E Main Street,Louisville,44641,129661,9060070,School District,2895,1055,36.00%,Urban,"$2,160.00",Congressional District 7
201017176,2020,OH,Original,In Window,Certified,Category1,Lakewood City School District,1470 Warren Rd,Lakewood,44107,129476,11875358,School District,5321,1825,34.00%,Urban,"$18,494.46",Congressional District 9
201021174,2020,OH,Original,In Window,Certified,Category1,Maple Heights School District,5740 Lawn Avenue,Maple Heights,44137,129508,25908435,School District,3091,3091,100.00%,Urban,"$60,561.00",Congressional District 11
201001373,2020,OH,Original,In Window,Certified,Category1,Conneaut Area School District,381 Mill Street,Conneaut,44030,129417,13991047,School District,1645,991,60.00%,Rural,"$113,443.20",Congressional District 14
201022328,2020,OH,Original,In Window,Certified,Category1,Austintown Local School Dist,700 South Raccoon Road,Austintown,44515,129639,13820469,School District,4643,2439,53.00%,Urban,"$137,080.27",Congressional District 13
201021111,2020,OH,Original,In Window,Certified,Category1,East Cleveland City Sch Dist,1843 Stanwood Road,East Cleveland,44112,129478,2914943,School District,2233,2233,100.00%,Urban,"$455,943.60",Congressional District 11
