Code,StationName,Staffed,StationType,City,State,Zip,Country,Division,PublicPhone,TicketOffice,QuikTrak,MetrolinkTVM,CheckedBaggage,AmtrakExpress,HandleUSMail,Lounge,UnaccompaniedChildren,AdvPayPPO,AmtrakTrains,Non-AmtrakTrains,DedicatedThruway,CoordinatedThruway,OtherTransportation,GroupCity,IATACode,IATAName,NonAmtrakTicketSale,TimeZone,ObserveDayLightSaving,CheckInWService,CheckInWOService,Elevation,Population
MKV,"McKinleyville, California",N,Curbside Bus Stop only (no shelter),McKinleyville,CA,95519-9358,United States,Pacific,800-USA-RAIL,N,N,N,N,N,N,N,N,Y,N,N,Y,N,,,,,,P,Y,30,30,205,
MLI,"Moline, Illinois",N,Station Building (with waiting room),Moline,IL,61265-1302,United States,Central,309-764-4257,N,N,N,N,N,N,N,N,Y,N,N,N,Y,,,,,Burlington Trailways,C,Y,30,30,571,
MLK,"Moses Lake, Washington",N,Curbside Bus Stop only (no shelter),Moses Lake,WA,98837,United States,Pacific Northwest,000-000-0000,N,N,N,N,N,N,N,N,Y,N,N,N,Y,,,,,Bus tickets only.,P,Y,30,30,1196,11235
MLN,"Mancelona, Michigan",N,Curbside Bus Stop only (no shelter),Mancelona,MI,49659-7804,United States,Central,800-231-2222,N,N,N,N,N,N,N,N,Y,N,N,Y,N,,,,,,E,Y,30,30,1122,1370
MMK,"Mammoth Lakes, California",N,Curbside Bus Stop only (no shelter),Mammoth Lakes,CA,93546,United States,Pacific,800-USA-RAIL,N,N,N,N,N,N,N,N,Y,,,,,,,,,,P,Y,15,15,8911,
MNG,"Montgomery, West Virginia",N,Platform with Shelter,Montgomery,WV,25136,United States,Mid-Atlantic,000-000-0000,N,N,N,N,N,N,N,N,Y,Y,N,N,N,,,,,,E,Y,30,30,639,2046
MNI,"Manning, Oregon",N,Curbside Bus Stop only (no shelter),Manning,OR,97106,United States,Pacific Northwest,000-000-0000,N,N,N,N,N,N,N,N,Y,N,N,Y,N,,,,,From Bus Driver,P,Y,30,30,251,
MNM,"Menomonie, Wisconsin",N,Curbside Bus Stop only (no shelter),Menomonie,WI,54751,United States,Central,800-USA-RAIL,N,N,N,N,N,N,N,N,Y,,,,Y,,,,,,C,Y,15,15,856,
MOC,"Moscow, Idaho",N,Curbside Bus Stop only (no shelter),Moscow,ID,83843-2318,United States,Pacific Northwest,000-000-0000,N,N,N,N,N,N,N,N,Y,N,N,N,Y,,,,,Bus tickets only.,P,Y,30,30,2559,17200
MOD,"Modesto, California",Y,Station Building (with waiting room),Modesto,CA,95355-8301,United States,Pacific,209-551-2048,Y,Y,N,Y,N,N,N,Y,Y,Y,N,N,N,Y,,,,Via Rail Canada,P,Y,45,30,117,97284
MOJ,"Mojave, California",N,Curbside Bus Stop only (no shelter),Mojave,CA,93501-1516,United States,Pacific,000-000-0000,N,N,N,N,N,N,N,N,Y,N,N,Y,N,Y,,,,,P,Y,30,30,2762,
MOT,"Minot, North Dakota",Y,Station Building (with waiting room),Minot,ND,58701,United States,Central,701-852-0358,Y,N,N,N,N,N,N,Y,Y,Y,N,N,N,,,,,Via Rail Canada,C,Y,60,30,1560,35419
MOV,"Moreno Valley, California",N,Curbside Bus Stop only (no shelter),Riverside,CA,92508-2306,United States,Southwest,000-000-0000,N,N,N,N,N,N,N,N,Y,N,N,Y,N,,,,,,P,Y,30,30,1536,
MPK,"Moorpark, California",N,Platform only (no shelter),Moorpark,CA,93021,United States,Southwest,000-000-0000,N,N,Y,N,N,N,N,N,Y,Y,Y,N,N,N,,,,Metrolink,P,Y,30,30,523,60000
MPR,"Montpelier, Vermont",N,Platform only (no shelter),Montpelier,VT,05602,United States,Northeast,000-000-0000,N,N,N,N,N,N,N,N,Y,Y,N,N,N,,,,,,E,Y,30,30,526,7954
MQT,"Marquette, Michigan",N,Station Building (with waiting room),Marquette,MI,49855,United States,Central,000-000-0000,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,,,,,E,Y,30,30,873,
MRB,"Martinsburg, West Virginia",N,Station Building (with waiting room),Martinsburg,WV,25401,United States,Mid-Atlantic,800-USA-RAIL,N,Y,N,N,N,N,N,N,Y,Y,Y,N,N,,,,,,E,Y,30,30,437,14000
MRC,"Maricopa, Arizona",Y,Station Building (with waiting room),Maricopa,AZ,85139,United States,Southwest,520-568-2210,Y,N,N,Y,Y,N,N,N,Y,Y,N,N,N,N,PHX,,,Via Rail Canada,M,N,60,30,1175,20000
MRM,"Mariposa (Midtown), California",N,Curbside Bus Stop only (no shelter),Mariposa,CA,95338,United States,Pacific,800-USA-RAIL,N,N,N,N,N,N,N,N,Y,,,,Y,,MPX,,,,P,Y,15,15,1956,
MRP,"Mariposa (Park and Ride), California",N,Curbside Bus Stop only (no shelter),Mariposa,CA,95338,United States,Pacific,800-USA-RAIL,N,N,N,N,N,N,N,N,Y,N,N,N,Y,,MPX,,,,P,Y,30,30,2014,
MRV,"Marysville, California",N,Station Building (with waiting room),Marysville,CA,95901-5211,United States,Pacific,000-000-0000,N,N,N,N,N,N,N,N,Y,N,N,Y,Y,,,,,,P,Y,30,30,62,11400
MRY,"Monterey (Transit Plaza), California",N,Curbside Bus Stop only (no shelter),Monterey,CA,93940,United States,Pacific,800-USA-RAIL,N,N,N,N,N,N,N,N,Y,N,N,Y,N,,MRX,,,,P,Y,30,30,21,
MSA,"Martin State Airport, Maryland",,Pseudo Station,Middle River,MD,21220,United States,MARC,800-325-RAIL,,Y,,,,,,,,,,,,,,,,,E,Y,,,,
MSC,Miscellaneous,,Pseudo Station,,,,,,,,,,,,,,,Y,,,,,,,,,,,,,,,
MSD,"Madison (Deforest), Wisconsin",N,Curbside Bus Stop only (no shelter),Deforest,WI,53532,United States,Central,800-USA-RAIL,N,N,N,N,N,N,N,N,Y,,,,Y,,,,,,C,Y,15,15,868,
MSI,"Mosinee, Wisconsin",N,Curbside Bus Stop only (no shelter),Mosinee,WI,54455,United States,Central,800-USA-RAIL,N,N,N,N,N,N,N,N,Y,,,,Y,,,,,,C,Y,15,15,1288,
MSN,"Madison (University of Wisconsin), Wisconsin",N,Curbside Bus Stop only (no shelter),Madison,WI,53706-1419,United States,Central,000-000-0000,N,N,N,N,N,N,N,N,Y,N,N,N,Y,,MSX,,,Van Galder,C,Y,30,30,860,
MSP,"St. Paul-Minneapolis, Minnesota",Y,Station Building (with waiting room),St. Paul,MN,55114-1498,United States,Central,651-644-6012,Y,Y,N,Y,Y,N,Y,Y,Y,Y,N,N,Y,N,,,,Via Rail Canada,C,Y,60,30,902,662195
MSS,"Manassas, Virginia",N,Station Building (with waiting room),Manassas,VA,20110,United States,Mid-Atlantic,000-000-0000,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,Y,,,,,E,Y,30,30,309,36638
MTC,"Manitowoc, Wisconsin",N,Curbside Bus Stop only (no shelter),Manitowoc,WI,54220,United States,Central,000-000-0000,N,N,N,N,N,N,N,N,Y,N,N,N,Y,,,,,,C,Y,30,30,676,
MTG,"Metropolitan Grove, Maryland",,Pseudo Station,Gaithersburg,MD,20878,United States,MARC,800-325-RAIL,,N,,,,,,,,,,,,,,,,,E,Y,,,,
MTO,"Manton, Michigan",N,Curbside Bus Stop only (no shelter),Manton,MI,49663,United States,Central,000-000-0000,N,N,N,N,N,N,N,N,Y,,,,Y,,,,,,E,Y,30,30,1119,
MTP,"Mt. Pleasant, Iowa",Y,Station Building (with waiting room),Mt. Pleasant,IA,52641,United States,Central,319-385-8801,Y,N,N,N,N,N,N,N,Y,Y,N,N,N,N,,,,,C,Y,60,30,724,7007
MTR,"Montreal (Gare Centrale), Quebec",Y,Station Building (with waiting room),Montreal,QC,H3B 4G1,Canada,VIA Rail Canada Inc.,514-989-2626,Y,N,N,N,N,N,Y,N,Y,Y,Y,,,Y,,YMY,VIAnet:  MTRL,VIA Rail Canada,E,Y,60,30,83,2500000
MTZ,"Martinez, California",Y,Station Building (with waiting room),Martinez,CA,94553-1132,United States,Pacific,925-335-5180,Y,Y,N,Y,Y,N,N,Y,Y,Y,N,Y,N,Y,,,,Via Rail Canada,P,Y,60,30,13,31808
MUK,"Muirkirk, Maryland",,Pseudo Station,Beltsville,MD,20705,United States,MARC,800-325-RAIL,,N,,,,,,,,,,,,,,,,,E,Y,,,,
MVN,"Malvern, Arkansas",N,Platform with Shelter,Malvern,AR,72104-3922,United States,Central,000-000-0000,N,N,N,N,N,N,N,N,Y,Y,N,N,N,,,,,,C,Y,30,30,274,9046
MVW,"Mount Vernon, Washington",N,Station Building (with waiting room),Mount Vernon,WA,98273-4327,United States,Pacific Northwest,000-000-0000,N,Y,N,N,N,N,N,N,Y,Y,N,N,N,N,,,,,P,Y,30,30,34,22800
MWI,"Marinette, Wisconsin",N,Curbside Bus Stop only (no shelter),Marinette,WI,54143,United States,Central,000-000-0000,N,N,N,N,N,N,N,N,Y,N,N,N,Y,N,,,,,C,Y,30,30,616,
MYA,"Monterey (Aquarium), California",N,Curbside Bus Stop only (no shelter),Monterey,CA,93940,United States,Pacific,800-USA-RAIL,N,N,N,N,N,N,N,N,Y,N,N,N,Y,,MRX,,,,P,Y,30,30,23,
MYH,"Monterey (Hyatt Regency), California",N,Curbside Bus Stop only (no shelter),Monterey,CA,93940,United States,Pacific,000-000-0000,N,N,N,N,N,N,N,N,Y,N,N,N,Y,,MRX,,,,P,Y,30,30,58,
MYM,"Monterey (Marriott), California",N,Curbside Bus Stop only (no shelter),Monterey,CA,93940,United States,Pacific,000-000-0000,N,N,N,N,N,N,N,N,Y,N,N,N,Y,,MRX,,,,P,Y,30,30,30,
MYS,"Mystic, Connecticut",N,Platform with Shelter,Mystic,CT,06355,United States,Northeast,000-000-0000,N,Y,N,N,N,N,N,N,Y,Y,N,N,N,,,,,,E,Y,30,30,8,22000
MYT,"Monterey (Travelodge), California",N,Curbside Bus Stop only (no shelter),Monterey,CA,93940,United States,Pacific,000-000-0000,N,N,N,N,N,N,N,N,Y,N,N,N,Y,,MRX,,,,P,Y,30,30,38,
NAM,"Nampa, Idaho",N,Station Building (with waiting room),Nampa,ID,83651,United States,Pacific Northwest,208-468-8910,N,N,N,N,N,N,N,N,Y,N,N,N,Y,,,,,Greyhound only,M,Y,30,30,2535,28000
NAP,"Napa (VINE Transit Center), California",N,Curbside Bus Stop only (no shelter),Napa,CA,94559-2528,United States,Pacific,000-000-0000,N,N,N,N,N,N,N,N,Y,N,N,Y,N,,NPX,,,,P,Y,30,30,23,
NBK,"New Brunswick, New Jersey",Y,Station Building (with waiting room),New Brunswick,NJ,08901,United States,Northeast,973-275-5555,Y,N,N,N,N,N,N,N,Y,Y,Y,N,N,Y,,,,NJ Transit,E,Y,30,30,46,42450
NBN,"Newbern-Dyersburg, Tennessee",N,Platform with Shelter,Newbern,TN,38059,United States,Central,000-000-0000,N,N,N,N,N,N,N,N,Y,Y,N,N,N,,,,,,C,Y,30,30,376,21000
NBT,"Newburyport, Massachusetts",N,Station Building (with waiting room),Newburyport,MA,01950-3580,United States,Northeast,603-430-1100,N,N,N,N,N,N,N,N,Y,,,,Y,,,,,C&J Trailways,E,Y,30,30,80,
NBU,"New Buffalo, Michigan",N,Platform with Shelter,New Buffalo,MI,49117-1161,United States,Central,800-USA-RAIL,N,N,N,N,N,N,N,N,Y,Y,,,,,,,,,E,Y,30,30,606,
NCG,"Nacogdoches, Texas",N,Curbside Bus Stop only (no shelter),Nacogdoches,TX,75965-0818,United States,Southwest,800-USA-RAIL,N,N,N,N,N,N,N,N,Y,N,N,N,Y,,,,,,C,Y,30,30,539,52900
NCM,"Necanicum Junction, Oregon",N,Curbside Bus Stop only (no shelter),Necanicum Junction,OR,97301,United States,Pacific Northwest,000-000-0000,N,N,N,N,N,N,N,N,Y,N,N,Y,N,,,,,From bus driver,P,Y,30,30,418,
NCR,"New Carrollton, Maryland",Y,Station Building (with waiting room),New Carrollton,MD,20784,United States,Mid-Atlantic,202-906-3764,Y,Y,N,N,N,N,N,Y,Y,Y,Y,N,N,Y,,,,MARC Commuter / VIA,E,Y,30,30,99,12651
NDL,"Needles, California",N,Platform only (no shelter),Needles,CA,92363,United States,Southwest,000-000-0000,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,,,,,P,Y,30,30,487,20000
NEW,"Newton, Kansas",Y,Station Building (with waiting room),Newton,KS,67114,United States,Central,316-283-7533,Y,N,N,N,N,N,N,N,Y,Y,,,,,,,,Via Rail Canada,C,Y,60,30,1446,19132
NFK,"Norfolk, Virginia",N,Curbside Bus Stop only (no shelter),Norfolk,VA,23510,United States,Mid-Atlantic,000-000-0000,N,N,N,N,N,N,N,N,Y,N,N,Y,N,,,,,,E,Y,30,30,6,500000
NFL,"Niagara Falls, New York, United States",Y,Station Building (with waiting room),Niagara Falls,NY,14305,United States,Northeast,716-285-4224,Y,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,,,,VIA Rail Canada,E,Y,45,30,600,64500
NFS,"Niagara Falls, Ontario, Canada",Y,Station Building (with waiting room),Niagara Falls,ON,L2E 2R6,Canada,VIA Rail Canada Inc.,888-842-7245,Y,N,N,N,N,N,N,N,Y,Y,Y,N,N,,,XLV,VIAnet:  NIAG,VIA Rail Canada,E,Y,30,30,574,75000
NHL,"Santa Clarita-Newhall, California",N,Platform with Shelter,Santa Clarita,CA,91321-0000,United States,Southwest,000-000-0000,N,N,Y,N,N,N,N,N,Y,N,Y,Y,N,Y,,,,,P,Y,30,30,1270,24400
NHN,"New Hampton, New Hampshire",N,Curbside Bus Stop only (no shelter),New Hampton,NH,03256-4219,United States,Northeast,000-000-0000,N,N,N,N,N,N,N,N,Y,,,,Y,,,,,,E,Y,15,15,525,
NHV,"New Haven, Connecticut",Y,Station Building (with waiting room),New Haven,CT,06519-1754,United States,Northeast,203-773-6176,Y,Y,N,Y,N,N,N,Y,Y,Y,Y,N,N,Y,,,,Shoreline East,E,Y,45,30,22,143860
NIB,"New Iberia, Louisiana",N,Platform only (no shelter),New Iberia,LA,70560,United States,Southern,000-000-0000,N,N,N,N,N,N,N,N,Y,Y,N,N,N,,,,,,C,Y,30,30,19,32981
NLC,"New London, Connecticut",Y,Station Building (with waiting room),New London,CT,06320,United States,Northeast,860-446-3929,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,N,,,,,"VIA, Shore Line East",E,Y,30,30,6,105892
NLS,"Niles, Michigan",Y,Station Building (with waiting room),Niles,MI,49120-1745,United States,Central,269-687-2211,Y,N,N,N,N,N,N,Y,Y,Y,N,N,N,N,,,,VIA Rail Canada,E,Y,30,20,690,12990
NNI,"Nanaimo, British Columbia",N,Station Building (with waiting room),Nanaimo,BC,V9R 5R4,Canada,Pacific,800-661-8747,N,N,N,N,N,N,N,N,Y,N,N,N,Y,,,,,,P,Y,30,30,72,
NOL,"New Orleans, Louisiana",Y,Station Building (with waiting room),New Orleans,LA,70113,United States,Southern,504-528-1612,Y,Y,N,Y,Y,N,Y,Y,Y,Y,N,N,N,Y,,,,,C,Y,60,60,4,343829
NOR,"Norman, Oklahoma",N,Station Building (with waiting room),Norman,OK,73069-6023,United States,Central,000-000-0000,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,,,,,C,Y,30,30,1170,106957
NPN,"Newport News, Virginia",Y,Station Building (with waiting room),Newport News,VA,23601-4535,United States,Mid-Atlantic,757-245-3589,Y,Y,N,N,N,N,N,Y,Y,Y,N,Y,N,,,,,Via Rail Canada,E,Y,60,30,28,170045
NPO,"Newport, Oregon",N,Station Building (with waiting room),Newport,OR,97365,United States,Pacific Northwest,541-265-2253,N,N,N,N,N,N,N,N,Y,N,N,N,Y,Y,,,,Greyhound,P,Y,30,30,112,
NPV,"Naperville, Illinois",Y,Station Building (with waiting room),Naperville,IL,60540,United States,Central,630-357-9114,Y,Y,N,N,N,N,N,Y,Y,Y,Y,N,N,,,,,Metra / Via,C,Y,60,30,714,110100
NPW,"Napa (Wine Train Station), California",N,Curbside Bus Stop only (no shelter),Napa,CA,94559-1925,United States,Pacific,000-000-0000,N,N,N,N,N,N,N,N,Y,N,Y,Y,N,,NPX,,,,P,Y,30,30,18,
NRK,"Newark, Delaware",N,Platform with Shelter,Newark,DE,19711-5105,United States,Mid-Atlantic,302-429-6556,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,,,,,,E,Y,30,30,111,70000
NRO,"New Rochelle, New York",N,Station Building (with waiting room),New Rochelle,NY,10801-6353,United States,Northeast,914-632-3737,N,Y,N,N,N,N,N,N,Y,Y,Y,N,N,,,,,,E,Y,45,30,75,72852
NSF,"North Carolina State Fair, North Carolina",N,Platform only (no shelter),North Carolina State Fair,NC,27607-3902,United States,Southern,000-000-0000,N,N,N,N,N,N,N,N,Y,Y,N,N,N,,,,,,E,Y,15,15,483,
NSH,"Nashua, New Hampshire",N,Curbside Bus Stop only (no shelter),Nashua,NH,03064,United States,Northeast ,800-USA-RAIL,N,N,N,N,N,N,N,N,Y,,,,Y,,,,,,E,Y,15,15,198,
NWK,"Newark (Penn Station), New Jersey",Y,Station Building (with waiting room),Newark,NJ,07102-5405,United States,Northeast,973-596-2335,Y,Y,N,Y,Y,N,N,Y,Y,Y,Y,N,N,Y,,,,NJ Transit/VIA Rail,E,Y,60,30,18,382417
NYF,"New York State Fair, New York",N,Platform with Shelter,Syracuse,NY,13209-1551,United States,Northeast,800-USA-RAIL,N,N,N,N,N,N,N,N,Y,Y,N,N,N,,,,,,E,N,30,30,379,
NYP,"New York (Penn Station), New York",Y,Station Building (with waiting room),New York,NY,10001,United States,Northeast,212-630-6400,Y,Y,N,Y,N,N,Y,Y,Y,Y,Y,N,N,N,,,,No,E,Y,90,30,33,8000000
OAC,"Oakland (Coliseum/Airport), California",N,Platform with Shelter,Oakland,CA,94621-3316,United States,Pacific,000-000-0000,N,N,N,N,N,N,N,N,Y,Y,N,N,N,,,,,,P,Y,30,30,9,
OCA,"Ocala, Florida",N,Station Building (with waiting room),Ocala,FL,34470-6647,United States,Southern,000-000-0000,N,N,N,N,N,N,N,N,Y,N,N,Y,N,N,,,,,E,Y,15,15,69,
OCM,"Ocean City, Maryland",N,Station Building (with waiting room),Ocean City,MD,21842,United States,Mid-Atlantic,800-USA-RAIL,N,N,N,N,N,N,N,N,Y,N,N,N,Y,,,,,,E,Y,30,30,7,
OCO,"Oconto, Wisconsin",N,Curbside Bus Stop only (no shelter),Oconto,WI,54153,United States,Central,000-000-0000,N,N,N,N,N,N,N,N,Y,N,N,N,Y,,,,,,C,Y,15,15,595,
OCP,"Ocean Pines, Maryland",N,Curbside Bus Stop only (no shelter),Berlin,MD,21811-4010,United States,Mid-Atlantic,800-USA-RAIL,N,N,N,N,N,N,N,N,Y,,,,Y,,,,,,E,Y,15,15,13,
OGD,"Ogden, Utah",N,Station Building (with waiting room),Ogden,UT,84401,United States,Pacific,801-394-5573,N,N,N,N,N,N,N,N,Y,N,N,N,Y,,,,,,M,Y,30,30,4298,
OGE,"Orange, California",N,Platform with Shelter,Orange,CA,92866,United States,Southwest,000-000-0000,N,N,Y,N,N,N,N,N,Y,Y,Y,N,N,,,,,,P,Y,15,15,180,
OGW,"Okanagan,  Washington",N,Curbside Bus Stop only (no shelter),Okanogan,WA,98840,United States,Pacific,800-USA-RAIL,N,N,N,N,N,N,N,N,Y,N,N,N,Y,,,,,,P,Y,30,30,843,
OKC,"Oklahoma City, Oklahoma",N,Station Building (with waiting room),Oklahoma City,OK,73102,United States,Southwest,800-USA-RAIL,N,Y,N,N,N,N,N,N,Y,Y,N,N,N,,,,,,C,Y,30,30,1207,551789
OKE,"Okeechobee, Florida",N,Platform with Shelter,Okeechobee,FL,34972-2130,United States,Southern,000-000-0000,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,,,,,E,Y,30,30,29,6000
OKJ,"Oakland (Jack London Square), California",Y,Station Building (with waiting room),Oakland,CA,94607,United States,Pacific,510-238-4320,Y,Y,N,Y,Y,N,N,Y,Y,Y,N,N,N,Y,,,,Via Rail Canada,P,Y,60,30,13,400000
OKL,"Oakville, Ontario",Y,Station Building (with waiting room),Oakville,ON,L6J 2W6,Canada,VIA Rail Canada Inc.,888-842-7245,Y,N,N,N,N,N,N,N,Y,Y,Y,N,N,,,XOK,VIAnet:  OAKV,VIA Rail Canada,E,Y,30,30,328,90000
OLT,"San Diego (Old Town), California",N,Platform only (no shelter),San Diego,CA,92110,United States,Southwest,000-000-0000,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,Y,,,,,P,Y,30,30,15,875500
OLW,"Olympia-Lacey, Washington",N,Station Building (with waiting room),Lacey,WA,98513-6481,United States,Pacific Northwest,360-923-4602,N,Y,N,N,N,N,N,N,Y,Y,N,N,N,N,,,,,P,Y,30,30,193,41000
OMA,"Omaha, Nebraska",Y,Station Building (with waiting room),Omaha,NE,68108,United States,Central,402-342-1501,Y,N,N,Y,Y,N,N,N,Y,Y,N,N,N,,,,,Via Rail Canada,C,Y,60,30,1044,345000
OMW,"Omak, Washington",N,Curbside Bus Stop only (no shelter),Omak,WA,98841-9580,United States,Pacific,000-000-0000,N,N,N,N,N,N,N,N,Y,N,N,N,Y,,,,,,P,Y,30,30,955,
ONA,"Ontario, California",N,Platform only (no shelter),Ontario,CA,91764,United States,Southwest,000-000-0000,N,N,N,N,N,N,N,N,Y,Y,N,Y,N,N,,,,,P,Y,30,30,991,145000
ONT,"Ontario, Oregon",N,Station Building (with waiting room),Ontario,OR,97914-2830,United States,Pacific Northwest,541-823-2567,N,N,N,N,N,N,N,N,Y,N,N,N,Y,,,,,Greyhound,M,Y,30,30,2151,9000
ORB,"Old Orchard Beach, Maine (Seasonal)",N,Platform only (no shelter),Old Orchard Beach,ME,04064,United States,Northeast,800-USA-RAIL,N,Y,N,N,N,N,N,N,Y,Y,,,,,,,,,E,Y,30,30,14,8856
ORC,"Oregon City, Oregon",N,Platform only (no shelter),Oregon City,OR,97045,United States,Pacific Northwest,000-000-0000,N,N,N,N,N,N,N,N,Y,Y,N,Y,N,,,,,,P,Y,30,30,34,30667
ORL,"Orlando, Florida",Y,Station Building (with waiting room),Orlando,FL,32806-3905,United States,Southern,407-843-7611,Y,Y,N,Y,Y,N,N,Y,Y,Y,N,Y,N,Y,,,,Via Rail Canada,E,Y,60,30,107,220500
ORO,"Orono-University of Maine, Maine",N,Curbside Bus Stop only (no shelter),Orono,ME,04473,United States,Northeast,000-000-0000,N,N,N,N,N,N,N,N,Y,N,N,N,Y,,,,,,E,Y,30,30,113,
ORV,"Oroville, California",N,Curbside Bus Stop only (no shelter),Oroville,CA,95965,United States,Pacific,000-000-0000,N,N,N,N,N,N,N,N,Y,N,N,Y,N,,,,,,P,Y,30,30,244,10200
OSB,"Old Saybrook, Connecticut",Y,Station Building (with waiting room),Old Saybrook,CT,06475-1516,United States,Northeast,860-388-3741,Y,Y,N,N,N,N,N,Y,Y,Y,Y,N,N,,,,,Shoreline East/VIA,E,Y,45,30,30,36475
OSC,"Osceola, Iowa",N,Station Building (with waiting room),Osceola,IA,50213,United States,Central,800-USA-RAIL,N,Y,N,N,N,N,N,N,Y,Y,N,N,N,,,,,,C,Y,30,30,1136,4500
OSD,"Oceanside, California",Y,Station Building (with waiting room),Oceanside,CA,92054,United States,Southwest,760-722-4622,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,N,Y,,,,VIA Rail Canada,P,Y,60,30,50,90000
OSH,"Oshkosh (Airport), Wisconsin",N,Curbside Bus Stop only (no shelter),Oshkosh,WI,54902-6871,United States,Central,000-000-0000,N,N,N,N,N,N,N,N,Y,N,N,N,Y,,,,,,C,Y,30,30,773,
OSU,"Oshkosh (University of Wisconsin), Wisconsin",N,Curbside Bus Stop only (no shelter),Oshkosh,WI,54901,United States,Central,800-USA-RAIL,N,N,N,N,N,N,N,N,Y,,,,Y,,,,,,C,Y,15,15,754,
OTM,"Ottumwa, Iowa",Y,Station Building (with waiting room),Ottumwa,IA,52501,United States,Central,641-682-3876,Y,N,N,N,N,N,N,Y,Y,Y,N,N,N,,,,,Via Rail Canada,C,Y,60,30,648,35000
OTN,"Odenton, Maryland",,Pseudo Station,Odenton,MD,21113,United States,MARC,800-325-RAIL,,N,,,,,,,,,,,,,,,,,E,Y,,,,
OWO,"Owosso, Michigan",N,Station Building (with waiting room),Owosso,MI,48867,United States,Central,989-725-5105,N,N,N,N,N,N,N,N,Y,,,,Y,,,,,Indian Trails,E,Y,30,30,732,
OXN,"Oxnard, California",Y,Station Building (with waiting room),Oxnard,CA,93030,United States,Southwest,805-487-8377,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,,,,Via Rail Canada,P,Y,60,30,55,126000
PAK,"Palatka, Florida",N,Platform only (no shelter),Palatka,FL,32177-3615,United States,Southern,000-000-0000,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,,,,,E,Y,30,30,20,
PAO,"Paoli, Pennsylvania",Y,Station Building (with waiting room),Paoli,PA,19301,United States,Mid-Atlantic,215-349-2018,Y,Y,N,N,N,N,N,Y,Y,Y,Y,N,N,N,,,,SEPTA / VIA,E,Y,45,30,549,7000
PAR,"Parkesburg, Pennsylvania",N,Platform with Shelter,Parkesburg,PA,19365,United States,Mid-Atlantic,000-000-0000,N,N,N,N,N,N,N,N,Y,Y,Y,N,N,,,,,,E,Y,30,30,541,3445
PAS,"Pasadena, California",N,Curbside Bus Stop only (no shelter),Pasadena,CA,91101-2441,United States,Southwest,000-000-0000,N,N,N,N,N,N,N,N,Y,N,N,N,Y,,,,,,P,Y,30,30,835,165000
PBF,"Poplar Bluff, Missouri",N,Station Building (with waiting room),Poplar Bluff,MO,63901-5855,United States,Central,000-000-0000,N,N,N,N,N,N,N,N,Y,Y,N,N,N,,,,,,C,Y,30,30,357,17059
PBT,"Pemberton, British Columbia",N,Station Building (with waiting room),Pemberton,BC,V0N 2L0,Canada,Pacific,604-894-5976,N,N,N,N,N,N,N,N,Y,N,N,N,Y,,,,,Greyhound Canada,P,Y,30,30,712,
PCH,"Port Charlotte, Florida",N,Curbside Bus Stop only (no shelter),Port Charlotte,FL,33980-4248,United States,Southern,800-USA-RAIL,N,N,N,Y,N,N,N,N,Y,N,N,Y,N,N,,,,,E,Y,30,30,25,
PCT,"Princeton, Illinois",N,Station Building (with waiting room),Princeton,IL,61356,United States,Central,000-000-0000,N,N,N,N,N,N,N,N,Y,Y,N,N,N,,,,,,C,Y,30,30,693,7555
PCV,"Placerville, California",N,Curbside Bus Stop only (no shelter),Placerville,CA,95667,United States,Pacific,000-000-0000,N,N,N,N,N,N,N,N,Y,N,N,Y,N,Y,,,,,P,Y,30,30,1912,6739
PDC,"Palm Desert, California",N,Curbside Bus Stop only (no shelter),Palm Desert,CA,92260,United States,Southwest,800-USA-RAIL,N,N,N,N,N,N,N,N,Y,,,Y,,,,,,,P,Y,15,15,207,51878
PDG,"Portland (Greyhound Station), Oregon",N,Station Building (with waiting room),Portland,OR,97209,United States,Pacific,800-USA-RAIL,N,N,N,N,N,N,N,N,Y,,,Y,Y,,PRX,,,Greyhound,P,Y,30,30,34,529121
PDL,"Prunedale, California",N,Curbside Bus Stop only (no shelter),Prunedale,CA,93907,United States,Pacific,000-000-0000,N,N,N,N,N,N,N,N,Y,,,,Y,,,,,,P,Y,15,15,96,
PDX,"Portland (Amtrak - Union Station), Oregon",Y,Station Building (with waiting room),Portland,OR,97209-3789,United States,Pacific Northwest,503-273-4865,Y,Y,N,Y,Y,N,Y,Y,Y,Y,N,Y,Y,Y,PRX,,,Via Rail Canada,P,Y,60,30,34,529121
PEN,"Pendleton, Oregon",N,Station Building (with waiting room),Pendleton,OR,97801,United States,Pacific Northwest,541-276-1551,N,N,N,N,N,N,N,N,Y,N,N,N,Y,,,,,Greyhound only,P,Y,30,30,1080,
